Stand,Kanton,Jahr,Stufe,Schultyp,Geschlecht,Nationalitaet,Finanzierung,Anzahl
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,M,CH,oef,11821
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,M,Ausländer,oef,308
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,M,Ausländer,priv,491
23.11.2020,zh,2009,Sekundarstufe I,Volksschule,M,Ausländer,oef,3601
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,83
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2009,Sekundarstufe I,Mittelschule,F,Ausländer,oef,344
23.11.2020,zh,2009,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,F,Ausländer,oef,369
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2709
23.11.2020,zh,2009,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,12
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,9
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,F,CH,oef,4575
23.11.2020,zh,2009,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,69
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,M,Ausländer,oef,274
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,40
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,F,CH,priv,214
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,F,CH,priv,2493
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,400
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,M,CH,oef,18956
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,M,CH,oef,630
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,F,Ausländer,priv,319
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,M,CH,priv,84
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,280
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,M,Ausländer,priv,339
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,F,CH,priv,643
23.11.2020,zh,2009,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,40
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,3934
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,M,CH,oef,3283
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,F,CH,oef,692
23.11.2020,zh,2009,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,324
23.11.2020,zh,2009,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,40
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,F,CH,oef,15064
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,393
23.11.2020,zh,2009,Sekundarstufe II,Mittelschule,M,CH,priv,530
23.11.2020,zh,2009,Sekundarstufe II,Berufsfachschule,M,CH,priv,1398
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,648
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4419
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,551
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,106
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,613
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,5515
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,454
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,852
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3960
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,433
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,3663
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,1363
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,193
23.11.2020,zh,2009,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4124
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,7105
23.11.2020,zh,2009,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,614
23.11.2020,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,62
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,M,CH,priv,506
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,F,Ausländer,priv,291
23.11.2020,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,84
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,F,CH,oef,9237
23.11.2020,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,117
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,F,CH,priv,449
23.11.2020,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,161
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3227
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,M,Ausländer,priv,330
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3064
23.11.2020,zh,2010,Primarstufe 1-2,Volksschule,M,CH,oef,9495
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,F,CH,priv,1024
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,M,CH,oef,28838
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,363
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,M,Ausländer,priv,967
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,M,CH,priv,1313
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9261
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,3
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,F,Ausländer,oef,8824
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,F,Ausländer,priv,889
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,140
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,662
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,3
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,333
23.11.2020,zh,2010,Primarstufe 3-8,Volksschule,F,CH,oef,27609
23.11.2020,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,10
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,3
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,M,CH,oef,12090
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,M,Ausländer,oef,353
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,M,Ausländer,priv,22
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,440
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,F,CH,oef,3228
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,F,Ausländer,priv,435
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,F,Ausländer,oef,3241
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,210
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,3
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,175
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,F,CH,oef,11290
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,88
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,F,Ausländer,oef,399
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,M,CH,priv,146
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,7
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,F,Ausländer,priv,25
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,M,Ausländer,priv,529
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,M,CH,priv,1321
23.11.2020,zh,2010,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,17
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,F,CH,priv,1046
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,F,CH,priv,183
23.11.2020,zh,2010,Sekundarstufe I,Volksschule,M,Ausländer,oef,3429
23.11.2020,zh,2010,Sekundarstufe I,Mittelschule,M,CH,oef,2760
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,M,CH,oef,3269
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,329
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,F,CH,priv,2452
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,328
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,M,CH,priv,77
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,32
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,F,CH,oef,4536
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,M,Ausländer,priv,356
23.11.2020,zh,2010,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,95
23.11.2020,zh,2010,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,48
23.11.2020,zh,2010,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,23
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,M,CH,oef,577
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,10
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,F,CH,priv,671
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,391
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,M,CH,priv,522
23.11.2020,zh,2010,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,43
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,F,CH,oef,15457
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,F,Ausländer,priv,357
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,F,Ausländer,oef,416
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,M,CH,priv,1433
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,3868
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,M,CH,oef,19357
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2762
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,F,CH,oef,720
23.11.2020,zh,2010,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,251
23.11.2020,zh,2010,Sekundarstufe II,Mittelschule,M,Ausländer,oef,287
23.11.2020,zh,2010,Sekundarstufe II,Brückenangebot,F,CH,priv,231
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,7648
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,461
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4220
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,104
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,2999
23.11.2020,zh,2010,Tertiärstufe,Universitäre Hochschule,F,Ausländer,oef,2533
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,6049
23.11.2020,zh,2010,Tertiärstufe,Universitäre Hochschule,M,Ausländer,oef,2025
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,1131
23.11.2020,zh,2010,Tertiärstufe,Universitäre Hochschule,M,CH,oef,9388
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,985
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,389
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,738
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,1342
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,215
23.11.2020,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,693
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,3654
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,1333
23.11.2020,zh,2010,Tertiärstufe,Universitäre Hochschule,F,CH,oef,12219
23.11.2020,zh,2010,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,3062
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3104
23.11.2020,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,86
23.11.2020,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,32
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,M,Ausländer,priv,290
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,F,CH,oef,9268
23.11.2020,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,64
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,F,CH,priv,430
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,M,CH,oef,9713
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3316
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,F,Ausländer,priv,328
23.11.2020,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,50
23.11.2020,zh,2011,Primarstufe 1-2,Volksschule,M,CH,priv,465
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,300
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,M,CH,oef,28846
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,F,Ausländer,priv,953
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,F,Ausländer,oef,8958
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,F,CH,oef,27892
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,F,CH,priv,1052
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,144
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9368
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,1
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,675
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1018
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,1
23.11.2020,zh,2011,Primarstufe 3-8,Volksschule,M,CH,priv,1379
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,12
23.11.2020,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,383
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,95
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,F,CH,priv,171
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,F,Ausländer,priv,456
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,F,Ausländer,oef,3250
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,M,CH,priv,1379
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,M,Ausländer,priv,564
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,M,CH,oef,11865
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,176
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,5
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,F,CH,oef,3340
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,F,Ausländer,priv,25
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,222
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,F,CH,oef,11179
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,8
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,M,CH,priv,161
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,3
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,M,Ausländer,oef,3415
23.11.2020,zh,2011,Sekundarstufe I,Volksschule,F,CH,priv,1092
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,M,Ausländer,oef,366
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,M,Ausländer,priv,32
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,F,Ausländer,oef,426
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,16
23.11.2020,zh,2011,Sekundarstufe I,Mittelschule,M,CH,oef,2717
23.11.2020,zh,2011,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,451
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,F,CH,oef,15585
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,F,CH,oef,4479
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,344
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,M,Ausländer,oef,367
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,M,CH,oef,3363
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,M,CH,priv,523
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,M,CH,oef,19517
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,M,CH,oef,573
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,355
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,46
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,M,CH,priv,95
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,F,CH,priv,200
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,327
23.11.2020,zh,2011,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,43
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,F,CH,priv,2606
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,F,CH,priv,670
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,M,CH,priv,1691
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,F,CH,oef,690
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2856
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,F,Ausländer,oef,465
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,3957
23.11.2020,zh,2011,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,259
23.11.2020,zh,2011,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,22
23.11.2020,zh,2011,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,89
23.11.2020,zh,2011,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,16
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,F,Ausländer,priv,406
23.11.2020,zh,2011,Sekundarstufe II,Mittelschule,M,Ausländer,priv,379
23.11.2020,zh,2011,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,41
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,7855
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,439
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3221
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,732
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,110
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,733
23.11.2020,zh,2011,Tertiärstufe,Universitäre Hochschule,F,Ausländer,oef,2601
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,1043
23.11.2020,zh,2011,Tertiärstufe,Universitäre Hochschule,F,CH,oef,12268
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,373
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4254
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,690
23.11.2020,zh,2011,Tertiärstufe,Universitäre Hochschule,M,CH,oef,9338
23.11.2020,zh,2011,Tertiärstufe,Universitäre Hochschule,M,Ausländer,oef,2054
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,208
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,691
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,1352
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,3789
23.11.2020,zh,2011,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,3529
23.11.2020,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,6383
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,M,CH,priv,483
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3433
23.11.2020,zh,2012,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,99
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3177
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,M,Ausländer,priv,381
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,F,CH,priv,451
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,F,CH,oef,9446
23.11.2020,zh,2012,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,64
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,M,CH,oef,10173
23.11.2020,zh,2012,Primarstufe 1-2,Volksschule,F,Ausländer,priv,368
23.11.2020,zh,2012,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,28
23.11.2020,zh,2012,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,53
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,M,CH,priv,1376
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,M,CH,oef,28762
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,409
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,M,Ausländer,priv,965
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,F,Ausländer,priv,926
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,294
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,F,CH,priv,1063
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,3
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,F,Ausländer,oef,9116
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,1
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,F,CH,oef,27970
23.11.2020,zh,2012,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9480
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,154
23.11.2020,zh,2012,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,665
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,9
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,M,Ausländer,priv,33
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,M,CH,priv,159
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,M,Ausländer,oef,3486
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,F,Ausländer,priv,39
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,M,Ausländer,oef,382
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,M,Ausländer,priv,559
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,F,CH,oef,3284
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,456
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,170
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,M,CH,oef,11884
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,F,CH,oef,11116
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,F,Ausländer,oef,461
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,M,CH,oef,2739
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,218
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,100
23.11.2020,zh,2012,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,19
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,F,CH,priv,1047
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,F,Ausländer,priv,466
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,F,Ausländer,oef,3250
23.11.2020,zh,2012,Sekundarstufe I,Mittelschule,F,CH,priv,148
23.11.2020,zh,2012,Sekundarstufe I,Volksschule,M,CH,priv,1362
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,374
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,M,CH,priv,668
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,M,CH,oef,3430
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,2992
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,353
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,F,CH,priv,804
23.11.2020,zh,2012,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,50
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,F,CH,oef,15489
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,239
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,F,Ausländer,priv,398
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,F,CH,priv,2794
