data_name;organization_name;division_name;department_name;body_name;published;published_format;published_source;published_ressource;accrualPeriodicity;release_status;status_description;status_updated;dct:issued;dct:publisher;dct:title
Waldschutzumfrage;Amt für Landschaft und Natur;Abteilung Wald;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Elektronisches Wildbuch / Abgänge;Amt für Landschaft und Natur;Fischerei- und Jagdverwaltung;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Elektronisches Wildbuch / Bestände;Amt für Landschaft und Natur;Fischerei- und Jagdverwaltung;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erfassung der Fischeinsätze in zürcherische Gewässer;Amt für Landschaft und Natur;Fischerei- und Jagdverwaltung;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erfassung der Fischfänge im Kanton Zürich;Amt für Landschaft und Natur;Fischerei- und Jagdverwaltung;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Datenerhebung Gemüse;Amt für Landschaft und Natur;Strickhof (Fachstelle Gemüse);Baudirektion;Kanton Zürich;;;;;Je nach Meldung: wöchentlich, monatlich oder jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erhebung Beeren-Anbauflächen;Amt für Landschaft und Natur;Strickhof (Fachstelle Obst);Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erhebung Kern- und Steinobst-Flächen;Amt für Landschaft und Natur;Strickhof (Fachstelle Obst);Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Monitoring des volkwirtschaftlichen Nutzens der AV-Daten;Amt für Raumentwicklung;Abteilung Geoinformation, Fachstelle Kataster (kantonale Vermessungsaufsicht);Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Übersicht über den Stand der Erschliessung;Amt für Raumentwicklung;Abteilung Raumplanung;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Denkmalstatistik des Bundes;Amt für Raumentwicklung;Archäologie und Denkmalpflege;Baudirektion;Kanton Zürich;;;;;vermutlich 2jährlich (tba);1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erhebung Öffentlicher Unterhalt;Amt für Raumentwicklung;Geschäftsstelle GWR-ZH;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Infrastruktur-Erhebung (Tiefbau);Amt für Raumentwicklung;Geschäftsstelle GWR-ZH;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Quartalsabschluss GWR-ZH;Amt für Raumentwicklung;Geschäftsstelle GWR-ZH;Baudirektion;Kanton Zürich;;;;;vierteljährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
WTO-Statistik Öffentliches Beschaffungswesen;Generalsekretariat, Stab;;Baudirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;"Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten; Update bis Ende September ";07.05.2019;;;
Erhebung zur Schul- und Berufswahl;Generalsekretariat, Bildungsplanung;Bildungsstatistik;Bildungsdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Bereitstellung der Daten im Zuge des neuen ZH Web und der Website Bista;07.05.2019;;;
Lehrvertragsstatistik;Generalsekretariat, Bildungsplanung;Bildungsstatistik;Bildungsdirektion;Kanton Zürich;;;;;monatlich;1 in Liste aufgenommen;Bereitstellung der Daten im Zuge des neuen ZH Web und der Website Bista;07.05.2019;;;
Statistik der gemeinnützigen Arbeit;Amt für Justizvollzug;Bewährungs- und Vollzugsdienste;Direktion der Justiz und des Innern;Kanton Zürich;;;;;quartalsweise;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Statistik des Freiheitsentzugs;Amt für Justizvollzug;Gefängnisse und Vollzugseinrichtungen;Direktion der Justiz und des Innern;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Statistik des Vollzugs von Sanktionen;Amt für Justizvollzug;Gefängnisse und Vollzugseinrichtungen;Direktion der Justiz und des Innern;Kanton Zürich;;;;;monatlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Einwohnererhebung;Statistisches Amt;Data Management;Direktion der Justiz und des Innern;Kanton Zürich;;;;;vierteljährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erhebung der Gemeindesteuererträge;Statistisches Amt;Data Management;Direktion der Justiz und des Innern;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Erhebung der Steuerfüsse;Statistisches Amt;Data Management;Direktion der Justiz und des Innern;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Gemeindefinanzstatistik;Statistisches Amt;Data Management;Direktion der Justiz und des Innern;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Leerwohnungszählung;Statistisches Amt;Data Management;Direktion der Justiz und des Innern;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Sozialhilfeempfängerstatistik;Statistisches Amt;Fachstelle Sozialhilfestatistik Zürich und Ostschweiz;Direktion der Justiz und des Innern;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Funktionale Gliederung (zuhanden der EFV);Kantonales Rechnungswesen;;Finanzdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Konsolidierte Personalführungskennzahlen;Personalamt;Controlling;Finanzdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Indikatoren nationaler Finanzausgleich;Steueramt;Dienstabteilung Inkasso;Finanzdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Polizeiliche Kriminalstatistik;Kantonspolizei Zürich;Kriminalpolizeiliches Datenmanagement - Kriminalanalyse;Sicherheitsdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Verkehrsunfallstatistik;Kantonspolizei Zürich;Verkehrstechnische Abteilung;Sicherheitsdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Berichterstattung zum Vollzug der flankierenden Massnahmen;Amt für Wirtschaft und Arbeit;Abteilung Arbeitsmarktaufsicht;Volkswirtschaftsdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Berichterstattung zum Vollzug des Schwarzarbeitsgesetzes;Amt für Wirtschaft und Arbeit;Abteilung Arbeitsmarktaufsicht;Volkswirtschaftsdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
"Berichterstattung ""Arbeitsaufsicht/ILO""";Amt für Wirtschaft und Arbeit;Arbeitsbedingungen / Arbeitsinspektorat;Volkswirtschaftsdirektion;Kanton Zürich;;;;;jährlich;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
EKAS Datenerhebung und Abrechnung via CodE;Amt für Wirtschaft und Arbeit;Arbeitsbedingungen / Arbeitsinspektorat;Volkswirtschaftsdirektion;Kanton Zürich;;;;;quartalsweise;1 in Liste aufgenommen;Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten ;07.05.2019;;;
Vergabestatistik ZH;Generalsekretariat, Stab;;Baudirektion;Kanton Zürich;;;;;;2 in Abklärung;"Abklärung mit KOEB; Update bis Ende September";03.09.2019;;;
Jugendstrafvollzugsstatistik der vorsorglich angeordneten Schutzmassnahmen und der Sanktionen;Oberjugendstaatsanwaltschaft;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;quartalsweise;2 in Abklärung;"Statistische Tätigkeit/Erhebung eines kantonalen Statistikproduzenten; Abklärung mit OJUGA 16.09.2019; Update bis Ende September";03.09.2019;;;
Tätigkeitsbericht: Kulturausgaben DJI, Erfolgsrechnung Fachstelle Kultur, Kulturförderung, etc.;Fachstelle Kultur;;Direktion der Justiz und des Innern;Kanton Zürich;ja;pdf;;https://kultur.zh.ch/dam/justiz_innern/fs_kultur/Taetigkeitsberichte_Fachstelle_Kultur/taetigkeitsberichte_liste/Kultur_T%C3%A4tigkeitsbericht-18_DEF.pdf.spooler.download.1556896125639.pdf/Kultur_T%C3%A4tigkeitsbericht-18_DEF.pdf;jährlich;2 in Abklärung;"Abklärung mit FK-JI; Update Ende September";27.08.2019;;;
Werkbeiträge und Anerkennungsbeiträge der Kulturförderung ;Fachstelle Kultur;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;2 in Abklärung;"Abklärung mit FK-JI; Update Ende September";27.08.2019;;;
Statistik der Bildungsabschlüsse Sek II;Generalsekretariat, Bildungsplanung;Bildungsstatistik;Bildungsdirektion;Kanton Zürich;;;;;jährlich;2 in Abklärung;Bereitstellung der Daten im Zuge des neuen ZH Web und der Website Bista;23.08.2019;;;
Personalbestand nach Berufsgruppen und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Beschäftigte am 31. Dezember nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Gesamtkosten nach Leistungsart nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Betriebsaufwand nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Betriebsertrag nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Patientenaustritte nach Leistungsart und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Patientenaustritte nach Leistungsgruppe und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Mindestfallzahlen nach SPLG und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Alter, Liegeklasse und Notfallstatus der Patientenaustritte nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
SwissDRG-Informationen nach Spital;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Patientenaustritte nach Herkunftskanton und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Patientenaustritte nach Wohnregion und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Patientenaustritte nach Altersgruppen und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Patientenaustritte nach Psychiatrieregion und Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Pflegetage nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Pflegetage nach Leistungsgruppen und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Pflegetage nach Alter und Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Pflegetage nach Psychiatrieregion und Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Mittlere Aufenthaltsdauer nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
Betriebswirtschaflticher Bettenbestand nach Spital/Klinik;Geschäftsfeld Gesundheitsversorgung;Abteilung Datenanalyse;Gesundheitsdirektion;Kanton Zürich;ja;pdf, xlsx;www.gd.zh.ch/kenndaten;https://gd.zh.ch/dam/gesundheitsdirektion/direktion/unsere_direktion/veroeffentlichungen/kenndatenaktutsomatik2017/kenndaten_2018_akutsomatik.xlsx.spooler.download.1562232267645.xlsx/kenndaten_2018_akutsomatik.xlsx;jährlich;2 in Abklärung;Langjährige Publikationsreihe , Grundlage Spitalplanungs- und Finanzierungsgesezt;20.08.2019;;gesundheitsdirektion-kanton-zuerich;
