Stand,Kanton,Jahr,Stufe,Typ,Geschlecht,Finanzierung,Land,Anzahl
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Nord-/Westeuropa,1
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Türkei,2
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Österreich,1
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Süd-/Osteuropa,2
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Türkei,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Deutschland,64
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Italien,3
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Mittel- und Südamerika,1
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Griechenland,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Süd-/Osteuropa,16
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Asien,12
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Nord-/Westeuropa,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Staat unbekannt,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Schweiz,4659
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Italien,3
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Bosnien und Herzegowina,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Mittel- und Südamerika,7
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Deutschland,4
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Österreich,3
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Türkei,20
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Bosnien und Herzegowina,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Österreich,1
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,M,oef,Portugal,1
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,F,oef,Italien,1
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Asien,2
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Australien,3
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Griechenland,1
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Nord-/Westeuropa,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Nordamerika,10
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Portugal,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Deutschland,11
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Deutschland,11
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Türkei,1
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Italien,17
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,F,oef,Schweiz,9
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Schweiz,117
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Türkei,9
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Bosnien und Herzegowina,1
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Serbien,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Griechenland,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Schweiz,435
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Griechenland,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Süd-/Osteuropa,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Griechenland,11
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Frankreich,14
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,M,oef,Nord-/Westeuropa,1
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Australien,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Österreich,12
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Schweiz,187
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Italien,1
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Mittel- und Südamerika,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Portugal,6
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Mittel- und Südamerika,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Frankreich,7
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Schweiz,362
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Nord-/Westeuropa,49
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Asien,18
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,M,oef,Liechtenstein,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Italien,61
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Staat unbekannt,2
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Afrika,1
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Frankreich,14
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Liechtenstein,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Deutschland,43
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Türkei,3
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,M,oef,Deutschland,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Nordamerika,1
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Mittel- und Südamerika,5
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Serbien,43
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Nordamerika,27
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Liechtenstein,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Bosnien und Herzegowina,6
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,M,oef,Serbien,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Griechenland,7
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Süd-/Osteuropa,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Spanien,22
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Italien,34
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Türkei,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Bosnien und Herzegowina,8
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Österreich,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Süd-/Osteuropa,17
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Frankreich,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Mittel- und Südamerika,1
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Afrika,6
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Asien,18
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Kroatien,1
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,M,priv,Schweiz,6
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Schweiz,100
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Nord-/Westeuropa,16
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Österreich,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Frankreich,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Slowenien,1
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Bosnien und Herzegowina,2
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Schweiz,473
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Nord-/Westeuropa,47
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Österreich,18
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Nordmazedonien,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Kroatien,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Nord-/Westeuropa,17
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,M,oef,Portugal,1
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Süd-/Osteuropa,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,oef,Afrika,1
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Nordamerika,34
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Deutschland,13
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,M,oef,Schweiz,59
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Mittel- und Südamerika,2
23.11.2020,zh,2001,Sekundarstufe II,andere,M,priv,Süd-/Osteuropa,4
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Asien,5
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Serbien,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Portugal,5
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Frankreich,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Spanien,4
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Nordmazedonien,2
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,M,oef,Serbien,2
23.11.2020,zh,2001,Sekundarstufe II,Diplommittelschule,F,oef,Afrika,1
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,M,priv,Asien,1
23.11.2020,zh,2001,Sekundarstufe II,Informatikmittelschule,M,oef,Italien,2
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,priv,Portugal,1
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Nordmazedonien,1
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,F,oef,Spanien,3
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Nordamerika,7
23.11.2020,zh,2001,Sekundarstufe II,Gymnasium,F,oef,Italien,58
23.11.2020,zh,2001,Sekundarstufe II,Handelsmittelschule,M,oef,Schweiz,99
23.11.2020,zh,2001,Sekundarstufe II,andere,F,priv,Staat unbekannt,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Kroatien,12
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Süd-/Osteuropa,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Bosnien und Herzegowina,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Griechenland,4
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Schweiz,176
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Nordmazedonien,2
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Bosnien und Herzegowina,1
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Portugal,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Griechenland,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Schweiz,168
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Deutschland,48
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Türkei,12
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Afrika,3
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Nord-/Westeuropa,17
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Schweiz,2374
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Deutschland,4
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Nord-/Westeuropa,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Staat unbekannt,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Österreich,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Serbien,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Staat unbekannt,3
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Italien,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Frankreich,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Süd-/Osteuropa,16
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Spanien,9
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Italien,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Nordmazedonien,4
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Staat unbekannt,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Kroatien,14
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,F,oef,Mittel- und Südamerika,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Spanien,13
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Staat unbekannt,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Nord-/Westeuropa,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Frankreich,4
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,F,oef,Italien,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Süd-/Osteuropa,16
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Deutschland,46
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,F,oef,Türkei,1
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,F,oef,Schweiz,77
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Nordamerika,3
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Liechtenstein,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Asien,15
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Schweiz,2929
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Serbien,21
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Deutschland,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Afrika,4
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Serbien,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Deutschland,5
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Bosnien und Herzegowina,7
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Nordamerika,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Italien,19
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Serbien,14
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Italien,27
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Slowenien,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Nordamerika,3
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Slowenien,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Asien,18
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Australien,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Portugal,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Türkei,11
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Asien,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Österreich,5
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Frankreich,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Mittel- und Südamerika,3
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Italien,2
23.11.2020,zh,2002,Sekundarstufe I,Handelsmittelschule,M,oef,Schweiz,69
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Österreich,6
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,oef,Portugal,6
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Australien,1
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,priv,Asien,2
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,M,oef,Nord-/Westeuropa,7
23.11.2020,zh,2002,Sekundarstufe I,Gymnasium,F,priv,Türkei,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Serbien,1
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Nord-/Westeuropa,56
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Türkei,7
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Österreich,16
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Frankreich,17
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,F,oef,Nordmazedonien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Nord-/Westeuropa,9
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Süd-/Osteuropa,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Italien,42
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Deutschland,10
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Nord-/Westeuropa,1
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Serbien,2
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Süd-/Osteuropa,1
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Süd-/Osteuropa,4
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Deutschland,1
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Nordamerika,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Portugal,10
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,M,priv,Schweiz,12
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Deutschland,41
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Deutschland,60
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Schweiz,106
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Nordamerika,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Kroatien,2
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Österreich,3
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Staat unbekannt,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Österreich,7
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Bosnien und Herzegowina,2
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Australien,3
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Afrika,1
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Afrika,11
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,M,oef,Serbien,1
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Asien,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Türkei,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Australien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Staat unbekannt,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Bosnien und Herzegowina,5
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Italien,3
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,F,oef,Italien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Nordmazedonien,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Portugal,3
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,F,oef,Italien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Deutschland,8
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Mittel- und Südamerika,8
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Italien,30
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Asien,18
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Nord-/Westeuropa,4
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Deutschland,18
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,F,oef,Schweiz,14
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,M,oef,Süd-/Osteuropa,1
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Nord-/Westeuropa,54
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,M,oef,Portugal,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Slowenien,1
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Afrika,6
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Spanien,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Schweiz,2655
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Nordamerika,28
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Nord-/Westeuropa,13
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Italien,42
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Schweiz,266
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Asien,10
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Griechenland,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Kroatien,2
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,M,oef,Liechtenstein,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Süd-/Osteuropa,23
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Nordmazedonien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Portugal,1
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Griechenland,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Frankreich,6
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Mittel- und Südamerika,2
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Österreich,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Türkei,19
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Asien,3
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Italien,2
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Serbien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Asien,22
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Kroatien,11
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,F,oef,Süd-/Osteuropa,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Nordmazedonien,7
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,priv,Schweiz,41
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Türkei,2
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Italien,5
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Süd-/Osteuropa,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Frankreich,1
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,priv,Serbien,1
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,priv,Deutschland,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Asien,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Spanien,17
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Süd-/Osteuropa,16
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Bosnien und Herzegowina,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Frankreich,2
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Mittel- und Südamerika,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Staat unbekannt,3
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Mittel- und Südamerika,4
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Schweiz,3642
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Nordamerika,30
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,F,oef,Schweiz,102
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,M,oef,Schweiz,26
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,F,oef,Portugal,1
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Deutschland,3
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Spanien,1
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Slowenien,1
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,F,oef,Serbien,3
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Mittel- und Südamerika,2
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Italien,34
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Nordamerika,6
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Serbien,17
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,oef,Afrika,1
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Nordmazedonien,1
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Frankreich,15
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Schweiz,181
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,oef,Kroatien,20
23.11.2020,zh,2002,Sekundarstufe II,Informatikmittelschule,M,oef,Portugal,1
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,M,oef,Schweiz,97
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,M,priv,Deutschland,15
23.11.2020,zh,2002,Sekundarstufe II,Handelsmittelschule,M,oef,Türkei,1
23.11.2020,zh,2002,Sekundarstufe II,andere,F,priv,Australien,1
23.11.2020,zh,2002,Sekundarstufe II,Diplommittelschule,F,oef,Schweiz,464
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Österreich,2
23.11.2020,zh,2002,Sekundarstufe II,Gymnasium,F,priv,Süd-/Osteuropa,1
23.11.2020,zh,2002,Sekundarstufe II,andere,M,priv,Türkei,1
