Stand,Kanton,Jahr,Stufe,Typ,Geschlecht,Finanzierung,Land,Anzahl
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Grossbritannien,22
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Eritrea,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Indien,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Kosovo,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Ã„thiopien,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Irak,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Iran,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Bulgarien,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Afghanistan,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Schweiz,138
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Vereinigte Staaten,4
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Korea (Süd-),1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Indien,10
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Finnland,4
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Bulgarien,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Neuseeland,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Österreich,33
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Belgien,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Schweden,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Indonesien,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Tschechische Republik,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Singapur,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Kanada,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Norwegen,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Korea (Süd-),1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Irland,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Lettland,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Korea (Nord-),2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Indien,9
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Australien,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Slowenien,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Grossbritannien,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Italien,30
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,M,oef,Irland,1
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,F,oef,Türkei,1
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,M,oef,Kamerun,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Ungarn,5
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Frankreich,11
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Mexiko,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Serbien,9
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Slowakische Republik,6
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Vereinigte Staaten,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Pakistan,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Schweden,7
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Japan,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Türkei,5
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Somalia,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Montenegro,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Armenien,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Schweiz,3169
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Sri Lanka,15
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Spanien,2
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,M,oef,Philippinen,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Sierra Leone,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Russland,4
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Österreich,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Frankreich,4
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,M,oef,Frankreich,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Kroatien,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Afghanistan,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Mexiko,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Ukraine,4
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Belarus,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Syrien,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Spanien,8
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Usbekistan,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Usbekistan,1
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,M,oef,Schweiz,95
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Kanada,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Slowenien,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,priv,Deutschland,34
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Schweiz,150
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Portugal,6
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Vereinigte Staaten,10
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Litauen,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Luxemburg,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Griechenland,3
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,China,5
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,priv,Südafrika,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Türkei,5
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Portugal,14
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Griechenland,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Luxemburg,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Niederlande,13
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Serbien,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Kosovo,5
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Polen,8
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,Nordmazedonien,4
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,F,oef,Kroatien,1
23.11.2020,zh,2017,Sekundarstufe I,Handelsmittelschule,M,oef,China,1
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,DÃ¤nemark,6
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Pakistan,2
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,M,oef,Deutschland,220
23.11.2020,zh,2017,Sekundarstufe I,Gymnasium,F,oef,RumÃ¤nien,2
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Kanada,6
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,priv,Schweiz,31
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Kuba,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Italien,9
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Indonesien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Kroatien,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Spanien,13
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Schweiz,248
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,DÃ¤nemark,11
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,F,oef,Sri Lanka,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Japan,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Norwegen,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Deutschland,34
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,priv,Brasilien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Ukraine,5
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,F,priv,Deutschland,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,DÃ¤nemark,4
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Ungarn,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Sri Lanka,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Norwegen,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Grossbritannien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Afghanistan,4
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Venezuela,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Russland,9
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Costa Rica,2
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Deutschland,44
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Griechenland,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Jordanien,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Indien,3
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Schweiz,219
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,China,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Nordmazedonien,6
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Bosnien und Herzegowina,2
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,F,oef,Sri Lanka,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Österreich,33
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Zimbabwe,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Italien,30
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Kroatien,4
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Senegal,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,F,oef,Schweiz,10
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,F,oef,Schweiz,35
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Irland,4
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,China,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Pakistan,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Syrien,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Indien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Kosovo,2
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Türkei,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Grossbritannien,49
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,RumÃ¤nien,4
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Spanien,7
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Schweden,3
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,F,priv,Schweiz,59
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Korea (Nord-),1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Japan,4
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Indien,11
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,M,priv,Neuseeland,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Türkei,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Brasilien,3
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Japan,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Polen,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Thailand,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Niederlande,11
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Ungarn,3
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Malaysia,2
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Niederlande,14
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,RumÃ¤nien,4
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Tschechische Republik,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Belgien,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Grossbritannien,48
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Peru,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Irland,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Vereinigte Staaten,10
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Serbien,7
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Afghanistan,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Kosovo,8
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,M,oef,Österreich,2
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Brasilien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Indien,7
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Deutschland,230
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,M,priv,Schweiz,40
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Österreich,32
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Niederlande,2
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Schweiz,162
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,M,oef,Liechtenstein,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Australien,6
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,M,oef,Kosovo,2
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,priv,Schweiz,63
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Niederlande,2
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Finnland,5
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,M,oef,Tschechische Republik,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Österreich,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Deutschland,35
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Spanien,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Thailand,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Schweden,18
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,F,oef,Schweiz,116
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Portugal,22
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Irland,4
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Österreich,4
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Nigeria,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Kirgistan,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Südafrika,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Ecuador,1
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,F,oef,Portugal,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Südafrika,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Griechenland,2
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Belgien,3
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Australien,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Deutschland,10
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Estland,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Kolumbien,2
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Bulgarien,2
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,F,oef,Deutschland,3
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Aserbaidschan,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Belgien,7
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Italien,7
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Tschechische Republik,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Chile,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Schweiz,3153
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Pakistan,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,F,oef,Zimbabwe,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Bolivien,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Polen,5
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Thailand,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Spanien,7
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Niederlande,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Nepal,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Schweden,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Schweiz,440
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Schweden,8
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Grossbritannien,19
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Aserbaidschan,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Kamerun,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Japan,2
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Deutschland,14
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Polen,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Peru,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Australien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Kolumbien,4
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Israel,2
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Südafrika,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Schweden,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Türkei,8
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Spanien,6
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,China,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Brasilien,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Spanien,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Russland,8
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Norwegen,2
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Österreich,5
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,F,oef,Türkei,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Georgien,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Schweiz,645
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Tschechische Republik,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Vereinigte Staaten,5
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Australien,4
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Syrien,1
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,F,priv,Portugal,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Sri Lanka,4
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Grossbritannien,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Deutschland,178
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Kongo (Kinshasa) [Zaire],1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,priv,Russland,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,RumÃ¤nien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Ã„gypten,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Argentinien,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Frankreich,20
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Brasilien,5
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Afghanistan,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Finnland,6
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Indonesien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Thailand,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Lettland,2
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,priv,Schweden,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,priv,Kongo (Kinshasa) [Zaire],1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Zypern,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Niederlande,10
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Griechenland,4
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,China,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,China,13
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Türkei,4
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Vereinigte Staaten,64
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Belarus,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Russland,5
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Frankreich,21
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Bulgarien,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Grossbritannien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Finnland,1
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Kolumbien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Australien,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Vereinigte Staaten,3
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Pakistan,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Frankreich,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Brasilien,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Ecuador,1
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,M,priv,Italien,1
23.11.2020,zh,2017,Sekundarstufe II,Passerelle,M,oef,Schweiz,29
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Bolivien,3
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Vereinigte Staaten,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,M,oef,Niederlande,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Argentinien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Österreich,9
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Indonesien,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Ã„gypten,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Kroatien,1
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Irland,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Schweiz,438
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Italien,36
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Kanada,2
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Frankreich,3
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Polen,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Albanien,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Liechtenstein,2
23.11.2020,zh,2017,Sekundarstufe II,Informatikmittelschule,M,oef,Serbien,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Niederlande,9
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,priv,Frankreich,1
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,M,oef,Italien,5
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Türkei,4
23.11.2020,zh,2017,Sekundarstufe II,Handelsmittelschule,F,oef,Libyen,1
23.11.2020,zh,2017,Sekundarstufe II,andere,M,priv,Aserbaidschan,2
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,China,8
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Türkei,13
23.11.2020,zh,2017,Sekundarstufe II,Fachmittelschule,F,oef,Portugal,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Kambodscha,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Ungarn,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Schweden,4
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,priv,Vereinigte Staaten,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,F,oef,Pakistan,3
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Ukraine,1
23.11.2020,zh,2017,Sekundarstufe II,Gymnasium,M,oef,Neuseeland,1
23.11.2020,zh,2017,Sekundarstufe II,andere,F,priv,Portugal,5
